"lon","lat"
-74.8556976319999,-15.5698623659999
-74.854240417,-15.5698623659999
-74.853752136,-15.5698623659999
-74.853752136,-15.5695810309999
-74.8531951899999,-15.5695829389999
-74.8531951899999,-15.56930542
-74.8529129019999,-15.56930542
-74.8529129019999,-15.5691823949999
-74.8529129019999,-15.5690269469999
-74.8526382439999,-15.5690269469999
-74.8526382439999,-15.5685968399999
-74.8526382439999,-15.56763935
-74.8529129019999,-15.56763935
-74.8529129019999,-15.5673608769999
-74.8526382439999,-15.5673608769999
-74.8526382439999,-15.567083359
-74.8523635859999,-15.567083359
-74.8523635859999,-15.5668048859999
-74.8520812979999,-15.5668048859999
-74.8520812979999,-15.566248893
-74.8518066399999,-15.566248893
-74.8518066399999,-15.5656948089999
-74.851249694,-15.5656948089999
-74.851249694,-15.565417289
-74.850692748,-15.565417289
-74.850692748,-15.5651388159999
-74.850975036,-15.5651388159999
-74.850975036,-15.5648612969999
-74.851249694,-15.5648612969999
-74.851249694,-15.5643053059999
-74.851524352,-15.5643053059999
-74.851524352,-15.5637493129999
-74.8501358039998,-15.5637493129999
-74.8501358039998,-15.564026833
-74.848129273,-15.564026833
-74.847358704,-15.564026833
-74.847358704,-15.56375122
-74.8468017579999,-15.56375122
-74.8468017579999,-15.563195229
-74.8465270999999,-15.563195229
-74.8465270999999,-15.5627393729998
-74.8465270999999,-15.561527251
-74.8468017579999,-15.561529159
-74.8468017579999,-15.5612487779999
-74.8462524419999,-15.5612487779999
-74.8462524419999,-15.56097126
-74.8459701539999,-15.560973168
-74.8459701539999,-15.5587940209999
-74.8459701539999,-15.558472633
-74.845695496,-15.558472633
-74.845695496,-15.5573596959999
-74.8459701539999,-15.5573596959999
-74.8459701539999,-15.5570821749999
-74.8462524419999,-15.5570821749999
-74.8462524419999,-15.5565261839999
-74.8465270999999,-15.5565290449999
-74.8465270999999,-15.556250572
-74.8468017579999,-15.556250572
-74.8468017579999,-15.5559701909999
-74.8472290029999,-15.5559720979999
-74.847358704,-15.5559720979999
-74.847358704,-15.5556917179999
-74.847358704,-15.5554161069998
-74.847480775,-15.5554161069998
-74.8476409899999,-15.5554161069998
-74.8476409899999,-15.5551376339999
-74.8479156499999,-15.5551376339999
-74.8479156499999,-15.5548601139999
-74.848197936,-15.5548601139999
-74.848197936,-15.5545835479999
-74.8484725939999,-15.5545835479999
-74.8484725939999,-15.5540275569999
-74.8487472539999,-15.5540275569999
-74.8487472539999,-15.5537481309999
-74.8490295399999,-15.5537500369999
-74.8490295399999,-15.5534715659999
-74.8493041999999,-15.5534715659999
-74.8493041999999,-15.5531940459999
-74.8495864859999,-15.5531940459999
-74.8495864859999,-15.552915573
-74.849861144,-15.552915573
-74.849861144,-15.5526380539999
-74.8501358039998,-15.5526380539999
-74.8501358039998,-15.5520820609999
-74.8504180899999,-15.5520820609999
-74.8504180899999,-15.551544189
-74.8504180899999,-15.5512504569999
-74.850692748,-15.5512504569999
-74.850692748,-15.5509719839999
-74.850975036,-15.5509719839999
-74.850975036,-15.5506944659999
-74.851234436,-15.5506944659999
-74.851249694,-15.5504159929999
-74.851524352,-15.5504159929999
-74.851524352,-15.5503072729999
-74.851524352,-15.5501384729999
-74.8516540529999,-15.5501384729999
-74.8518066399999,-15.5501384729999
-74.8518066399999,-15.549929618
-74.8520812979999,-15.5498599999999
-74.8520812979999,-15.5495843889999
-74.8523635859999,-15.5495843889999
-74.8523635859999,-15.549305916
-74.8526382439999,-15.549305916
-74.8526382439999,-15.5490283959999
-74.8531951899999,-15.5490283959999
-74.8531951899999,-15.5487499229999
-74.853469848,-15.5487499229999
-74.853469848,-15.5484724039999
-74.853752136,-15.5484724039999
-74.853752136,-15.5481939309999
-74.8540267939999,-15.5481939309999
-74.8540267939999,-15.5479164129999
-74.854309082,-15.5479164129999
-74.854309082,-15.547639846
-74.85458374,-15.547639846
-74.85458374,-15.5473623269999
-74.8548583979999,-15.5473623269999
-74.8548583979999,-15.547081947
-74.8551406859999,-15.5470838539999
-74.8551406859999,-15.5468063359999
-74.8554153439999,-15.5468063359999
-74.8554153439999,-15.5465278629999
-74.8559722899999,-15.5465278629999
-74.8559722899999,-15.5462503429999
-74.856246948,-15.5462503429999
-74.856246948,-15.5459718699999
-74.8568038939999,-15.5459718699999
-74.8568038939999,-15.5456943519999
-74.857086182,-15.5456943519999
-74.857086182,-15.545417786
-74.8576354979999,-15.545417786
-74.8576354979999,-15.5451374059999
-74.857917786,-15.5451402659999
-74.857917786,-15.5448617929999
-74.8581924439999,-15.5448617929999
-74.8581924439999,-15.5445842749999
-74.8587493899999,-15.5445842749999
-74.8587493899999,-15.5443058019999
-74.859024048,-15.5443058019999
-74.859024048,-15.544028281
-74.8595809939999,-15.544028281
-74.8595809939999,-15.5434713349999
-74.85986328,-15.5434713349999
-74.85986328,-15.5429153439999
-74.86013794,-15.5429153439999
-74.86013794,-15.542639731
-74.860420226,-15.542639731
-74.860420226,-15.5423612579999
-74.8609695439999,-15.5423612579999
-74.8609695439999,-15.542082787
-74.86125183,-15.542082787
-74.86125183,-15.5418052669999
-74.8615264879999,-15.5418052669999
-74.8615264879999,-15.5415267939998
-74.8620834339998,-15.5415267939998
-74.8620834339998,-15.5412492759999
-74.862358092,-15.5412492759999
-74.862358092,-15.5409708029998
-74.8626403799999,-15.5409708029998
-74.8626403799999,-15.5406932819999
-74.863197327,-15.5406932819999
-74.863197327,-15.540416717
-74.8634719839999,-15.540416717
-74.8634719839999,-15.540139199
-74.863746642,-15.540139199
-74.863746642,-15.539860726
-74.8643035879999,-15.539860726
-74.8643035879999,-15.5395832049999
-74.8645858769999,-15.5395832049999
-74.8645858769999,-15.5393047319999
-74.8648605339999,-15.5393047319999
-74.8648605339999,-15.5390272139999
-74.8654174799999,-15.5390272139999
-74.8654174799999,-15.5387487409999
-74.865692138,-15.5387487409999
-74.865692138,-15.538473129
-74.865974427,-15.538473129
-74.865974427,-15.5381946549999
-74.866531373,-15.5381946549999
-74.866531373,-15.53791523
-74.866806031,-15.5379171369999
-74.866806031,-15.5376386639998
-74.8670806879999,-15.5376386639998
-74.8670806879999,-15.537359238
-74.8676376339999,-15.5373611439999
-74.8676376339999,-15.5370826709999
-74.867919923,-15.5370826709999
-74.867919923,-15.5368032449999
-74.8681945809999,-15.5368051529999
-74.8681945809999,-15.5365266799999
-74.868751527,-15.5365266799999
-74.868751527,-15.5362491609999
-74.8690261839999,-15.5362510669999
-74.8690261839999,-15.535972596
-74.869583131,-15.535972596
-74.869583131,-15.535693168
-74.8698577879999,-15.5356950759999
-74.8698577879999,-15.5354166029999
-74.8701400769999,-15.5354166029999
-74.8701400769999,-15.5351390839999
-74.870697021,-15.5351390839999
-74.870697021,-15.5348606109999
-74.8709716809999,-15.5348606109999
-74.8709716809999,-15.5345830909999
-74.8715286249999,-15.5345830909999
-74.8715286249999,-15.5343046179999
-74.8718032849999,-15.5343046179999
-74.8718032849999,-15.5340270999999
-74.872085571,-15.5340290069998
-74.872085571,-15.5337486269999
-74.872642517,-15.5337486269999
-74.872642517,-15.533471107
-74.8729171749999,-15.5334730139999
-74.8729171749999,-15.5331945409999
-74.873474121,-15.5331945409999
-74.873474121,-15.5329170229999
-74.8737487789999,-15.5329170229999
-74.8737487789999,-15.5326385499999
-74.8743057249999,-15.5326385499999
-74.8743057249999,-15.5323610299999
-74.874580383,-15.5323610299999
-74.874580383,-15.5320825569999
-74.875137329,-15.5320825569999
-74.875137329,-15.531805038
-74.875419617,-15.5318069459999
-74.875419617,-15.5315256129999
-74.875968933,-15.5315256129999
-74.875968933,-15.5312480919999
-74.876251221,-15.5312509529999
-74.876251221,-15.530973434
-74.8765258789999,-15.530973434
-74.8765258789999,-15.5308132169999
-74.8765258789999,-15.5306921009999
-74.8767166149999,-15.5306949609999
-74.8770828249998,-15.5306949609999
-74.8770828249998,-15.5304174409999
-74.877357483,-15.5304174409999
-74.877357483,-15.530288695
-74.877357483,-15.5301380149999
-74.8775939939999,-15.5301380149999
-74.877914429,-15.5301380149999
-74.877914429,-15.5298595419998
-74.878036499,-15.5298595419998
-74.878196717,-15.5298595419998
-74.878196717,-15.52976036
-74.878196717,-15.529582024
-74.878479005,-15.529582024
-74.8787536629999,-15.529582024
-74.8787536629999,-15.5294113159999
-74.8787536629999,-15.529307366
-74.8789215079999,-15.529307366
-74.879028321,-15.529307366
-74.879028321,-15.5290260309999
-74.8793640139999,-15.5290288929999
-74.8795852669999,-15.5290288929999
-74.8795852669999,-15.5288867939999
-74.8795852669999,-15.5287504199999
-74.8797988889999,-15.5287504199999
-74.8801422129999,-15.5287504199999
-74.8801422129999,-15.528471947
-74.880249023,-15.528471947
-74.880691529,-15.528471947
-74.880691529,-15.5281944269999
-74.8812484749999,-15.5281944269999
-74.8812484749999,-15.5279159539999
-74.881530761,-15.5279159539999
-74.881530761,-15.5277414329999
-74.881530761,-15.5276384359999
-74.881736755,-15.5276384359999
-74.8820800789999,-15.5276384359999
-74.8820800789999,-15.5274715429999
-74.8820800789999,-15.5273599629999
-74.88230896,-15.5273599629999
-74.882637025,-15.5273599629999
-74.882637025,-15.5272006979999
-74.882637025,-15.5270843499999
-74.882873536,-15.5270843499999
-74.8831939689999,-15.5270843499999
-74.8831939689999,-15.5269269949999
-74.8831939689999,-15.526805877
-74.8834381099999,-15.526805877
-74.8837509149999,-15.526805877
-74.8837509149999,-15.5266542419999
-74.8837509149999,-15.5265283589999
-74.884025575,-15.5265283589999
-74.884025575,-15.526249886
-74.8845825189999,-15.526249886
-74.8845825189999,-15.525972365
-74.884864807,-15.525972365
-74.884864807,-15.5256938919999
-74.885139465,-15.5256938919999
-74.885139465,-15.525416374
-74.8856964109999,-15.525416374
-74.8856964109999,-15.5251379009999
-74.8859710689999,-15.5251379009999
-74.8859710689999,-15.524862288
-74.8865280149999,-15.524862288
-74.8865280149999,-15.5245819099999
-74.886802673,-15.5245819099999
-74.886802673,-15.5243062969999
-74.887084961,-15.5243062969999
-74.887084961,-15.5240278239999
-74.887641907,-15.5240278239999
-74.887641907,-15.5237503059999
-74.887916565,-15.5237503059999
-74.887916565,-15.5234718329999
-74.8881912229999,-15.5234718329999
-74.8881912229999,-15.5231943119998
-74.8887481689999,-15.5231943119998
-74.8887481689999,-15.5229158389999
-74.889579773,-15.5229158389999
-74.889579773,-15.5226402289999
-74.8901367189999,-15.5226402289999
-74.8901367189999,-15.522359848
-74.8904190069999,-15.522359848
-74.8904190069999,-15.522084235
-74.8912506109999,-15.522084235
-74.8912506109999,-15.5218057619999
-74.8920059209999,-15.5218057619999
-74.8923645009999,-15.5218057619999
-74.8923645009999,-15.521573066
-74.8931961069999,-15.521528244
-74.8931961069999,-15.5212497709999
-74.893470765,-15.5212497709999
-74.893470765,-15.5209722509999
-74.893753051,-15.5209722509999
-74.893753051,-15.520693778
-74.893859863,-15.520693778
-74.894027711,-15.520693778
-74.894027711,-15.5204162599998
-74.8943023689999,-15.5204162599998
-74.8943023689999,-15.520137787
-74.894584655,-15.520137787
-74.894584655,-15.5198602659999
-74.8948593149999,-15.519862174
-74.8948593149999,-15.5195837009999
-74.8951416009999,-15.5195837009999
-74.8951416009999,-15.5193033219999
-74.896247863,-15.519306183
-74.896247863,-15.5190277099999
-74.8968048089999,-15.5190277099999
-74.8968048089999,-15.518750191
-74.897361755,-15.518750191
-74.897361755,-15.5184717179999
-74.8976364129999,-15.5184717179999
-74.8976364129999,-15.518191338
-74.8981933589998,-15.5181941979999
-74.8981933589998,-15.5179176329999
-74.8984756469999,-15.5179176329999
-74.8984756469999,-15.517640114
-74.899024963,-15.517640114
-74.899024963,-15.5173616409999
-74.8995819089999,-15.5173616409999
-74.8995819089999,-15.517084121
-74.8998641969999,-15.517084121
-74.8998641969999,-15.5168056479999
-74.9004135129999,-15.5168056479999
-74.9004135129999,-15.5165271749999
-74.900970459,-15.5165271749999
-74.900970459,-15.5162487019999
-74.9015274049999,-15.5162487019999
-74.9015274049999,-15.5159711839999
-74.902084351,-15.5159711839999
-74.902084351,-15.5156955709999
-74.9028320309999,-15.5156955709999
-74.902915955,-15.5156955709999
-74.902915955,-15.5154151909999
-74.9033355719999,-15.515418053
-74.9034729009999,-15.515418053
-74.9034729009999,-15.515138625
-74.9038314829999,-15.515138625
-74.9043045049999,-15.515138625
-74.9043045049999,-15.5148754119999
-74.904861451,-15.5148611069999
-74.904861451,-15.514582634
-74.905693055,-15.514582634
-74.905693055,-15.5143032079999
-74.906249999,-15.5143051139999
-74.906249999,-15.514026643
-74.9070816029999,-15.514026643
-74.9070816029999,-15.513749122
-74.9076385489999,-15.513749122
-74.9076385489999,-15.5134725569999
-74.908195495,-15.5134725569999
-74.908195495,-15.513193131
-74.9087524409999,-15.513193131
-74.9087524409999,-15.5129165659999
-74.9093017569999,-15.5129165659999
-74.9093017569999,-15.5126371379998
-74.9098587029999,-15.5126390449999
-74.9098587029999,-15.5123605719999
-74.9104156489999,-15.5123605719999
-74.9104156489999,-15.5120830539999
-74.910972595,-15.5120830539999
-74.910972595,-15.511930465
-74.910972595,-15.511804581
-74.911460876,-15.511804581
-74.911804199,-15.511804581
-74.911804199,-15.511527061
-74.9123611449999,-15.511527061
-74.9123611449999,-15.5112485879999
-74.9126358029999,-15.5112485879999
-74.9126358029999,-15.5106954569999
-74.9129180909999,-15.5106954569999
-74.9129180909999,-15.5104169839999
-74.9131927489999,-15.5104169839999
-74.9131927489999,-15.5101394659999
-74.913749695,-15.5101394659999
-74.913749695,-15.5098609929999
-74.9143066409999,-15.5098609929999
-74.9143066409999,-15.5095834719999
-74.9156951909999,-15.5095834719999
-74.9156951909999,-15.5098609929999
-74.9159545889999,-15.5098609929999
-74.916526795,-15.5098609929999
-74.916526795,-15.5095834719999
-74.917083739,-15.5095834719999
-74.917083739,-15.5093345629999
-74.917640685,-15.5093049989998
-74.917640685,-15.509026526
-74.9177474979999,-15.509026526
-74.9181976309999,-15.509026526
-74.9181976309999,-15.5087509159999
-74.9183349599999,-15.5087509159999
-74.9187469489999,-15.5087509159999
-74.9187469489999,-15.508473395
-74.9189300529999,-15.508473395
-74.9193038929998,-15.508473395
-74.9193038929998,-15.508299827
-74.9193038929998,-15.5081930169999
-74.9195327759999,-15.508194922
-74.9198608389999,-15.508194922
-74.9198608389999,-15.508040427
-74.9198608389999,-15.507917404
-74.9201278689999,-15.507917404
-74.920417785,-15.507917404
-74.920417785,-15.5077800749999
-74.920417785,-15.507638931
-74.9207229619999,-15.507638931
-74.9209747309999,-15.507638931
-74.9209747309999,-15.507519723
-74.9209747309999,-15.507361413
-74.921249389,-15.507361413
-74.921249389,-15.50708294
-74.9218063349999,-15.50708294
-74.9218063349999,-15.5068054189999
-74.9223632809999,-15.5068054189999
-74.9223632809999,-15.5065269459999
-74.9229202269999,-15.5065288539999
-74.9229202269999,-15.5062513359999
-74.923469543,-15.5062513359999
-74.923469543,-15.5059709549999
-74.924026489,-15.5059728629999
-74.924026489,-15.5056953419999
-74.9245834349999,-15.5056953419999
-74.9245834349999,-15.5054168689998
-74.9251403809999,-15.5054168689998
-74.9251403809999,-15.5051393509999
-74.9256973269999,-15.5051393509999
-74.9256973269999,-15.5048608779998
-74.9265289309999,-15.5048608779998
-74.9265289309999,-15.5045833579999
-74.927085876,-15.5045833579999
-74.927085876,-15.504306792
-74.927917481,-15.504306792
-74.927917481,-15.504026412
-74.9287490849999,-15.504026412
-74.9287490849999,-15.503750801
-74.929306029,-15.503750801
-74.929306029,-15.5034732809999
-74.930137633,-15.5034732809999
-74.930137633,-15.5031948079999
-74.93069458,-15.5031948079999
-74.93069458,-15.502916335
-74.9315261829999,-15.502916335
-74.9315261829999,-15.5026378639999
-74.9323577869999,-15.5026378639999
-74.9323577869999,-15.502360344
-74.932914733,-15.502360344
-74.932914733,-15.502084731
-74.9337463369999,-15.502084731
-74.9337463369999,-15.501804352
-74.9345855719999,-15.501804352
-74.9345855719999,-15.5015277869998
-74.935417176,-15.5015277869998
-74.935417176,-15.5012502669999
-74.93624878,-15.5012502669999
-74.93624878,-15.5009717939999
-74.9368057259999,-15.5009717939999
-74.9368057259999,-15.5006942749999
-74.9376373299999,-15.5006942749999
-74.9376373299999,-15.5004158019999
-74.9381942759999,-15.5004158019999
-74.9381942759999,-15.500138282
-74.9404144299999,-15.500138282
-74.9404144299999,-15.4998598089999
-74.941230773,-15.4998598089999
-74.9420852659999,-15.4998598089999
-74.9420852659999,-15.500138282
-74.942359924,-15.500138282
-74.942359924,-15.5006942749999
-74.9420852659999,-15.5006942749999
-74.9420852659999,-15.5009717939999
-74.942642212,-15.5009717939999
-74.942642212,-15.5012502669999
-74.9431915279999,-15.5012502669999
-74.9431915279999,-15.5009717939999
-74.9440307619999,-15.5009717939999
-74.9440307619999,-15.5012502669999
-74.94430542,-15.5012502669999
-74.94430542,-15.5015277869998
-74.9445800779999,-15.5015277869998
-74.9445800779999,-15.501804352
-74.945137024,-15.501804352
-74.945137024,-15.502084731
-74.9456939699999,-15.502084731
-74.9456939699999,-15.502360344
-74.9462509159999,-15.502360344
-74.9462509159999,-15.502084731
-74.94708252,-15.502084731
-74.94708252,-15.501804352
-74.948753358,-15.501804352
-74.948753358,-15.5012502669999
-74.9490280159999,-15.5012502669999
-74.9490280159999,-15.5009717939999
-74.948196412,-15.5009717939999
-74.948196412,-15.5006942749999
-74.947914124,-15.5006942749999
-74.947914124,-15.500138282
-74.948196412,-15.500138282
-74.948196412,-15.4998598089999
-74.9484710699999,-15.4998598089999
-74.9484710699999,-15.4995841979999
-74.948753358,-15.4995841979999
-74.948753358,-15.4998598089999
-74.9493026739999,-15.4998598089999
-74.9493026739999,-15.500138282
-74.9495849619999,-15.500138282
-74.9495849619999,-15.5004158019999
-74.9501419059999,-15.5004158019999
-74.9501419059999,-15.5006942749999
-74.950691224,-15.5006942749999
-74.950691224,-15.5009717939999
-74.95124817,-15.5009717939999
-74.95124817,-15.5012502669999
-74.951805114,-15.5012502669999
-74.951805114,-15.5015277869998
-74.9520797739999,-15.5015277869998
-74.9520797739999,-15.501804352
-74.9526367179999,-15.501804352
-74.9526367179999,-15.5015277869998
-74.9529190059998,-15.5015277869998
-74.9529190059998,-15.5012502669999
-74.953193664,-15.5012502669999
-74.953193664,-15.5009717939999
-74.9554138179998,-15.5009717939999
-74.9554138179998,-15.5006942749999
-74.9559707639999,-15.5006942749999
-74.9559707639999,-15.5004158019999
-74.9562530519999,-15.5004158019999
-74.9562530519999,-15.500138282
-74.95652771,-15.500138282
-74.95652771,-15.4984703059999
-74.956802368,-15.4984722139999
-74.956802368,-15.4981937409999
-74.9570846559999,-15.4981937409999
-74.9570846559999,-15.4979143149999
-74.957359314,-15.497916221
-74.957359314,-15.4976377479999
-74.957641602,-15.4976377479999
-74.957641602,-15.497360229
-74.9579162599999,-15.497360229
-74.9579162599999,-15.496804238
-74.958190918,-15.4968061439999
-74.958190918,-15.4965276729999
-74.958473206,-15.4965276729999
-74.958473206,-15.4973621369999
-74.9587478639999,-15.497360229
-74.9587478639999,-15.4976377479999
-74.9590301519999,-15.4976377479999
-74.9590301519999,-15.497916221
-74.959861756,-15.4979143149999
-74.959861756,-15.4981937409999
-74.960418702,-15.4981937409999
-74.960418702,-15.4984722139999
-74.9606933599999,-15.4984703059999
-74.9606933599999,-15.4987497319999
-74.960975646,-15.4987497319999
-74.960975646,-15.4990282049999
-74.9615249639999,-15.4990282049999
-74.9615249639999,-15.4987497319999
-74.9618072499999,-15.4987497319999
-74.9618072499999,-15.4984703059999
-74.9620819099998,-15.4984722139999
-74.9620819099998,-15.4981937409999
-74.9626388559999,-15.4981937409999
-74.9626388559999,-15.4976377479999
-74.962913514,-15.4976377479999
-74.962913514,-15.4965276729999
-74.9626388559999,-15.4965276729999
-74.9626388559999,-15.495971679
-74.962913514,-15.495971679
-74.962913514,-15.495415688
-74.9634704599999,-15.495415688
-74.9634704599999,-15.4951381679999
-74.963752746,-15.4951400749999
-74.963752746,-15.4948596949998
-74.9640274039999,-15.4948596949998
-74.9640274039999,-15.4945821769999
-74.9643020639999,-15.4945840839999
-74.9643020639999,-15.4943056109999
-74.9648590079999,-15.4943056109999
-74.9648590079999,-15.493749618
-74.965415954,-15.493749618
-74.965415954,-15.4934721
-74.9659728999999,-15.4934721
-74.9659728999999,-15.493193627
-74.966529846,-15.493193627
-74.966529846,-15.4929161059999
-74.9676361079999,-15.4929180139999
-74.9676361079999,-15.4926376329999
-74.9679183959999,-15.4926376329999
-74.9679183959999,-15.4923601149999
-74.968193054,-15.4923620229999
-74.968193054,-15.4920835499999
-74.9687499999999,-15.4920835499999
-74.9687499999999,-15.4918060289999
-74.969024658,-15.4918060289999
-74.969024658,-15.4915275559998
-74.9701385499999,-15.4915275559998
-74.9701385499999,-15.4918060289999
-74.9706954959999,-15.4918060289999
-74.9706954959999,-15.4920835499999
-74.9715270999999,-15.4920835499999
-74.9715270999999,-15.4923620229999
-74.972358704,-15.4923601149999
-74.972358704,-15.4926376329999
-74.9734725959999,-15.4926376329999
-74.9734725959999,-15.4923601149999
-74.973747254,-15.4923620229999
-74.973747254,-15.4920835499999
-74.9745864859999,-15.4920835499999
-74.9745864859999,-15.4923620229999
-74.975692748,-15.4923620229999
-74.975692748,-15.4920835499999
-74.975975036,-15.4920835499999
-74.975975036,-15.4918060289999
-74.9762496939999,-15.491803169
-74.9762496939999,-15.4912500379999
-74.9765243519998,-15.4912500379999
-74.9765243519998,-15.4909715649998
-74.9768066399999,-15.4909715649998
-74.9768066399999,-15.490693092
-74.9776382439999,-15.490693092
-74.9776382439999,-15.4904146189999
-74.977912902,-15.4904146189999
-74.977912902,-15.490137101
-74.978469848,-15.490137101
-74.978469848,-15.4895811069999
-74.978752136,-15.48958397
-74.978752136,-15.4893045419999
-74.978469848,-15.4893045419999
-74.978469848,-15.4890270239999
-74.97819519,-15.4890270239999
-74.97819519,-15.4881963719999
-74.978469848,-15.4881963719999
-74.978469848,-15.487915039
-74.978752136,-15.4879169469999
-74.978752136,-15.4876394259998
-74.978469848,-15.4876394259998
-74.978469848,-15.4873590459999
-74.97819519,-15.4873590459999
-74.97819519,-15.486804962
-74.978469848,-15.486804962
-74.978469848,-15.4865274419999
-74.97958374,-15.4865274419999
-74.97958374,-15.486248969
-74.9801406859999,-15.486248969
-74.9801406859999,-15.485973358
-74.9804153439999,-15.485973358
-74.9804153439999,-15.4856948849999
-74.981246948,-15.4856948849999
-74.981246948,-15.4854173649999
-74.981529236,-15.4854173649999
-74.981529236,-15.484580993
-74.9818038939999,-15.484582901
-74.9818038939999,-15.484026909
-74.9820861819999,-15.484026909
-74.9820861819999,-15.4834709159999
-74.98236084,-15.4834709159999
-74.98236084,-15.482360839
-74.9826354979999,-15.482360839
-74.9826354979999,-15.4820833209999
-74.9829177859999,-15.4820833209999
-74.9829177859999,-15.481804848
-74.9834747319999,-15.481804848
-74.9834747319999,-15.4815273279999
-74.9837493899999,-15.4815273279999
-74.9837493899999,-15.4812488549999
-74.9845809939999,-15.4812488549999
-74.9845809939999,-15.480971336
-74.98513794,-15.4809732439998
-74.98513794,-15.4806947709999
-74.9856948839999,-15.4806947709999
-74.9856948839999,-15.4804172509999
-74.9862518299999,-15.4804172509999
-74.9862518299999,-15.480138778
-74.986808776,-15.480138778
-74.986808776,-15.479582786
-74.9870834339999,-15.479582786
-74.9870834339999,-15.4790287009999
-74.986808776,-15.4790287009999
-74.986808776,-15.4787492749999
-74.9862518299999,-15.4787511819999
-74.9862518299999,-15.478472709
-74.98486328,-15.478472709
-74.98486328,-15.4787511819999
-74.984306336,-15.4787511819999
-74.984306336,-15.478472709
-74.9837493899999,-15.478472709
-74.9837493899999,-15.4787511819999
-74.9831924439998,-15.4787511819999
-74.9831924439998,-15.478472709
-74.9830398569999,-15.478472709
-74.9829177859999,-15.478472709
-74.9829177859999,-15.4768066409999
-74.9831924439998,-15.4768066409999
-74.9831924439998,-15.4765291209999
-74.9834747319999,-15.4765291209999
-74.9834747319999,-15.476250648
-74.9837493899999,-15.476250648
-74.984306336,-15.476250648
-74.984306336,-15.4759731299999
-74.9845809939999,-15.4759731299999
-74.9845809939999,-15.4756937019999
-74.98486328,-15.4756937019999
-74.98486328,-15.4754142759999
-74.9856948839999,-15.4754142759999
-74.9856948839999,-15.4748601899999
-74.9859695439999,-15.4748601899999
-74.9859695439999,-15.4745845799999
-74.9862518299999,-15.4745845799999
-74.9862518299999,-15.4743041989999
-74.986526488,-15.4743041989999
-74.986526488,-15.4740276329999
-74.9870834339999,-15.4740276329999
-74.9870834339999,-15.4737482079999
-74.98764038,-15.4737501129998
-74.98764038,-15.4734716419999
-74.9879150379999,-15.4734716419999
-74.9879150379999,-15.4731941219998
-74.98764038,-15.4731941219998
-74.98764038,-15.4726381309999
-74.9879150379999,-15.4726381309999
-74.9879150379999,-15.472361565
