"lon","lat","fecha","sst_c","depth_m"
-74.5037920238379,-18.1230655088111,"20/11/2014",24.149,4160
-80.9340418423669,-9.50635857684881,"08/12/2010",24.026,5239
-80.2857288683185,-12.0424375121825,"12/11/2015",25.656,4625
-80.2101861524126,-9.51530270821201,"22/01/2013",22.22,3982
-77.5863699438734,-17.1075103949041,"08/07/2012",22.939,3098
-80.5912932618326,-10.1039006349959,"03/04/2010",25.28,5169
-77.3160533645026,-17.4672496165251,"27/01/2012",23.218,3790
-75.714385554742,-19.9623894244229,"15/08/2011",23.657,5076
-81.1921103011853,-7.53727046574749,"19/03/2013",21.412,4138
-79.6281689842274,-13.79407051692,"13/09/2015",23.299,4462
-83.2651722659302,-8.13873506659608,"02/07/2014",26.221,4221
-80.7285438961684,-14.8550203141485,"16/08/2013",24.302,4712
-77.6333533088981,-18.0413107698204,"18/03/2015",23.248,4074
-75.0639731253518,-18.2753243019465,"10/12/2010",24.046,4294
-76.673975668735,-17.9800618928999,"14/11/2012",23.127,4132
-83.0898789094139,-7.77658317486692,"01/01/2010",25.464,4129
-80.220214663025,-14.9980881503438,"16/03/2011",24.195,4656
-74.8534143766194,-18.1390500845342,"10/07/2011",24.113,4298
-78.220799982159,-17.9666936053084,"13/08/2010",23.235,3362
-81.061128030735,-12.1735380811124,"17/12/2011",25.919,4473
-74.1863337253627,-18.2777629764095,"12/05/2015",23.227,3996
-74.9340447214948,-17.8800737865249,"19/01/2010",24.015,4289
-81.7208853072697,-5.08369657607144,"05/07/2014",20.929,3284
-81.1959686907581,-6.93579072028677,"05/03/2014",20.754,2105
-80.7691165640551,-9.4995535650436,"06/07/2013",23.633,5421
-80.9914162415466,-11.2400086285965,"21/06/2011",25.694,4531
-76.5031549470131,-18.308299823605,"14/06/2015",23.17,4329
-83.127964368501,-10.4930270588338,"26/08/2015",26.306,4528
-76.690307923879,-17.027371509095,"19/01/2014",23.166,3632
-77.7333229533236,-14.2538514578828,"10/08/2014",23.784,4489
-72.698077999285,-19.7571132118858,"28/12/2015",23.675,4328
-83.1381286864317,-8.94768961302816,"06/11/2011",26.598,4328
-82.4367011618037,-3.08075082270988,"15/06/2010",22.566,2901
-81.0586455082953,-12.5231733487641,"29/10/2010",25.69,4698
-78.2693029605274,-12.4764231095058,"08/10/2015",21.997,3520
-80.9734265567796,-12.4339304619406,"08/12/2015",25.595,4708
-73.5241092223833,-19.9034698961747,"28/01/2011",23.876,4715
-81.0861537529575,-8.83780405718573,"31/03/2015",25.852,5432
-83.4835878509537,-6.52605467483407,"21/11/2014",24.897,4157
-78.3387530254418,-13.6934560900163,"25/08/2010",24.663,4722
-78.1439643608236,-18.7047956336292,"04/08/2014",23.09,4185
-79.6309672203761,-15.2744350135095,"08/02/2013",24.347,4414
-74.9655515929991,-18.1705642341028,"04/04/2010",23.861,4400
-83.0180700445885,-7.32542808001495,"02/11/2013",25.487,4305
-77.675086006922,-15.1762052094286,"06/10/2012",22.58,3729
-79.9297633378267,-11.8558694568852,"23/02/2013",25.444,4847
-77.0666470074591,-17.9158351359332,"22/08/2013",23.274,4086
-76.0575471236002,-17.6034092569969,"20/04/2015",23.875,4211
-74.2177106908721,-18.5645141846302,"30/09/2014",23.608,4374
-73.9692269399405,-18.5699624653609,"04/08/2013",23.072,4197
-74.5548666532803,-19.9358379105491,"21/12/2012",22.747,5042
-74.0915618075497,-18.6352349899723,"12/03/2012",23.762,4499
-78.7130495362297,-13.4735393303757,"02/04/2013",23.84,4577
-75.8199032734439,-18.7322919030861,"19/07/2015",23.714,4499
-74.4447982437877,-17.1267808037306,"27/10/2015",21.759,5365
-73.7819810005,-19.6106134774703,"16/02/2013",23.993,4890
-76.1302185233322,-18.2308578593148,"07/03/2012",23.927,4577
-73.9271929963576,-18.6351947068344,"09/03/2014",23.722,4455
-81.4819764101225,-12.0760105749441,"14/02/2014",25.662,4654
-75.9921782848155,-16.0155341695954,"01/12/2012",23.421,3822
-75.2642752114235,-18.6685846414549,"05/07/2014",23.925,4364
-82.2297706754623,-8.07405723024919,"13/04/2014",24.183,4380
-80.3954465351932,-9.97472667363029,"17/08/2010",24.77,5382
-74.5262111876842,-19.1865453002042,"22/01/2015",23.533,4657
-79.0816278922971,-15.129592189589,"23/04/2013",24.475,4433
-74.6038091609922,-18.7514718791973,"17/02/2013",24.169,4476
-83.9839639506946,-7.23541085375332,"25/05/2014",26.376,4114
-80.5239691741583,-12.3931030182146,"28/10/2013",25.91,4614
-77.5385913833823,-18.1969230936307,"07/03/2011",23.447,4220
-84.4858493548993,-10.0297951144274,"29/04/2011",26.612,4566
-74.948405776142,-18.2987134276856,"31/12/2014",24.088,4410
-79.8397118775251,-12.5150548664362,"04/12/2011",25.541,4733
-72.0279557451999,-17.5226761274875,"04/03/2012",24.197,977
-76.0977506840932,-17.6096291904024,"09/08/2013",23.84,4370
-81.3255684747667,-12.3116301595567,"16/01/2010",25.734,4593
-78.399923271921,-14.3272859404626,"06/11/2015",23.872,4508
-74.2214020982597,-19.2602555009193,"04/02/2011",23.536,4859
-82.5022626484586,-6.13715632452482,"06/12/2010",23.185,4015
-75.34585714948,-17.6976262905774,"16/01/2015",23.851,4199
-82.6038124156356,-6.32837384060466,"20/08/2014",23.362,4013
-78.5573514010696,-13.3404350692772,"29/06/2013",23.844,4830
-72.7718062079536,-18.0532788028823,"16/11/2012",23.814,6761
-74.657380206409,-17.2814164787217,"11/05/2012",21.71,4685
-72.214291274772,-18.4284859093813,"26/09/2014",23.212,5118
-78.4453485198084,-17.4653193958209,"08/01/2015",23.231,2892
-82.6175563767071,-8.48936096063518,"31/07/2010",25.365,4272
-76.0609306828935,-18.7898231697415,"25/04/2015",23.927,4707
-73.4932016280246,-18.9127899233747,"20/10/2015",22.367,4409
-71.8297413422931,-19.660202274671,"23/07/2012",24.422,5095
-77.548059950964,-16.9345262874016,"06/09/2013",22.828,2953
-75.1144309714864,-18.0808818654303,"08/09/2010",24.012,4655
-81.5439784311009,-14.8699624331773,"29/10/2014",24.533,4737
-81.8915571335355,-8.81641932155774,"26/04/2013",25.452,4610
-79.4379791868645,-10.6904083715287,"01/08/2011",25.606,3542
-75.2761942919763,-18.3691530895586,"12/09/2014",24.16,4011
-78.8262913244325,-13.1453253967751,"15/02/2010",22.346,4689
-74.9444628605412,-19.6967491976407,"27/01/2013",23.559,5065
-80.71867971532,-16.816296770143,"24/05/2010",23.488,4481
-73.4394516738879,-18.200301720509,"18/12/2012",22.325,3958
-77.4044683124157,-16.6069749125502,"10/08/2014",22.996,2742
-75.1430135518184,-19.1215317955284,"23/08/2010",23.905,4707
-82.841607302398,-6.23131115161201,"02/08/2010",24.213,4078
-81.4455805466772,-8.15225628781264,"21/02/2013",23.961,4932
-81.9116304548917,-6.71911817953137,"12/08/2011",22.052,4987
-77.6818245364392,-15.2175463113434,"10/12/2013",22.592,3651
-78.3272950511038,-16.0444770941129,"24/02/2012",23.619,3616
-77.5413032297935,-18.7529123594663,"02/04/2013",23.422,4037
-82.3245834273856,-7.93350681539886,"06/09/2010",24.338,4252
-76.5120118004591,-16.6846272526922,"08/01/2010",23.857,3539
-77.5227997214426,-17.9431287959768,"15/10/2013",23.351,4129
-77.897813548362,-15.3743042188551,"04/12/2010",23.139,3892
-74.7056371479124,-18.6638534401596,"01/02/2014",24.094,4351
-74.212874761407,-19.3098745717008,"04/08/2014",23.398,4851
-74.6681256934917,-18.9459867803512,"19/02/2012",23.655,4698
-77.431057228358,-15.9308891240115,"24/06/2012",23.286,2547
-74.0983265756654,-18.7144427083553,"20/04/2012",23.654,4546
-76.194912203382,-17.8715976544685,"18/11/2014",23.845,4438
-84.4560535486479,-10.7937940716848,"13/07/2013",26.371,4696
-72.450346188052,-19.9209900873513,"19/05/2010",23.942,4121
-77.6774700465359,-13.4449055241122,"26/03/2010",21.502,3733
-78.7692195205708,-18.3268000383247,"29/05/2015",22.889,3519
-73.9834646008422,-19.2226058059486,"08/07/2012",22.781,4735
-74.7385265785201,-17.8497600898577,"05/12/2013",24.067,4524
-81.2671327100666,-11.9230084177656,"04/10/2014",25.768,4415
-81.3321748254913,-12.786203302454,"09/07/2013",25.224,4785
-77.4207803039726,-16.1751073417862,"24/08/2010",23.395,2643
-80.7384833108408,-9.4765572338242,"26/12/2012",23.888,5551
-73.5079310788274,-19.9924187953701,"22/03/2014",23.839,4606
-77.5156565588972,-19.1313048361822,"13/07/2012",22.881,4325
-75.3874842449336,-18.9367558042522,"31/01/2014",23.986,4722
-83.7340938118812,-8.13606787176458,"20/12/2013",26.085,4392
-76.6297291946182,-17.0920909502096,"04/02/2014",23.07,3765
-74.2851942523987,-19.2361095558112,"23/02/2012",23.7,4787
-74.8613870379332,-18.2596611098957,"03/05/2011",23.803,4378
-82.2120108154792,-9.13155009225691,"01/03/2011",25.803,4458
-78.669767992102,-11.4913429057749,"22/05/2010",24.995,2226
-79.0293155976699,-16.4939020092862,"04/06/2015",24.248,4257
-79.3583358961466,-13.1871181329268,"15/03/2011",23.174,4411
-79.4278778292588,-18.0766605903433,"14/10/2015",23.403,2911
-78.4666293064606,-13.1867821896628,"12/11/2010",23.273,4929
-77.1882305964435,-16.9438166143341,"24/12/2014",22.906,3297
-79.8690141716611,-9.89991647755209,"21/06/2015",23.108,2743
-77.248860844567,-14.8364509197425,"30/01/2010",21.92,4095
-79.9522152185379,-14.3655798765566,"04/12/2013",23.501,4452
-80.9530063860314,-12.3457575039898,"13/10/2011",25.733,4533
-79.5784706250627,-9.50874147279483,"31/03/2010",21.682,292
-80.0718121373473,-9.43992184041737,"11/08/2014",22.041,2644
-76.2433285176311,-17.631234240093,"19/05/2015",23.703,4575
-80.4480590898838,-13.7342924748114,"23/02/2015",23.402,4698
-83.8987189379866,-7.30665760100062,"18/09/2010",26.342,4090
-73.9659799663783,-18.3253510879202,"01/12/2011",22.577,4549
-72.8141444829367,-18.5616797243999,"09/12/2012",23.701,4713
-81.9832691786781,-8.64571856594081,"14/01/2010",25.61,4395
-79.4813691767703,-17.7328491378033,"06/10/2015",23.565,3169
-79.3113553120528,-14.2818249398522,"22/04/2015",24.578,4419
-77.3973528694028,-17.6964849477469,"25/09/2014",23.51,3865
-73.3288853948366,-18.7837526330466,"02/03/2013",23.101,4809
-83.3096678570821,-6.57504604437337,"15/10/2015",25.367,4146
-81.5382763214553,-10.4016973543637,"28/05/2015",24.321,4520
-82.2376553070974,-6.58385250522773,"08/05/2014",22.521,4298
-80.6508455890507,-13.4203710535265,"28/10/2012",24.945,4646
-73.0225249253514,-18.3910828238211,"01/06/2014",23.777,4737
-78.1048663497783,-18.2301179998194,"30/03/2010",23.012,4180
-76.051280753858,-17.996942659275,"23/04/2012",23.908,4331
-75.8532684859675,-18.5961972698863,"06/04/2013",24.055,4596
-77.0529809568277,-18.4159732431046,"18/08/2014",23.344,4314
-75.4798084712674,-18.3728021488319,"03/11/2014",24.428,4565
-78.2516243604331,-14.6053196815703,"20/08/2013",23.598,4094
-80.9979494220872,-10.7390837558948,"11/11/2012",25.354,4380
-73.4500970310372,-19.8089312241293,"11/02/2010",23.889,4667
-83.5716558992326,-6.47194309774459,"25/07/2014",24.815,4166
-80.2185370746302,-13.9079693828185,"28/02/2010",23.892,4621
-77.6283800709131,-19.1847867209502,"12/02/2010",22.709,4180
-75.2529838554714,-19.0137222605623,"25/05/2012",24.124,4432
-73.5255855613557,-18.8662980421557,"25/10/2015",22.327,4304
-82.2867303783289,-7.85623771360692,"13/01/2010",24.239,4303
-78.3837001955193,-14.7982823795971,"12/10/2014",24.354,4082
-84.0745368944428,-5.97140091299922,"20/09/2013",25.89,4253
-77.9519527131065,-15.6042755406808,"04/06/2015",23.06,3756
-73.8575557228158,-17.6407847013543,"06/09/2011",21.539,5356
-77.1914928296751,-17.7715248272496,"28/01/2015",23.328,4003
-74.329853982137,-18.5438776662606,"20/07/2015",23.417,4516
-79.3269181144833,-11.3013600426448,"22/04/2014",25.834,4888
-74.2188231201125,-17.4127129306754,"16/01/2014",21.525,5110
-79.7707464294873,-10.8460015590029,"30/08/2011",25.426,6251
-72.9734230949043,-18.2745823229683,"05/09/2012",23.795,5223
-81.1218584100448,-9.23269052803885,"28/02/2015",25.524,5032
-79.0079240870981,-13.7399876847812,"04/06/2014",23.69,4528
-79.9357308471021,-15.5266584002827,"07/07/2011",23.841,4546
-78.8537906213182,-12.3329996906578,"15/01/2011",25.107,5636
-80.0841529811797,-14.1643942975805,"08/10/2013",23.509,4645
-72.4251237497938,-19.6694285916426,"02/01/2011",23.944,4020
-80.3651333555037,-13.7173937515494,"12/05/2012",23.95,4604
-77.8236293602894,-14.2124151974709,"08/02/2013",24.33,4431
-80.4570266577033,-11.9476050618538,"26/10/2011",25.794,4659
-73.4670327617264,-19.9308835336488,"24/10/2012",23.92,4749
-74.3228926292086,-18.3647108244961,"10/01/2015",23.619,3994
-74.9205552567451,-16.6861226776499,"06/04/2010",21.775,5673
-76.3315793701889,-17.9069291353272,"31/01/2014",23.514,4226
-78.993640235709,-16.5658709151643,"14/07/2015",24.246,4210
-81.0939632865713,-12.1806076714909,"13/12/2014",25.879,4527
-73.8104439921065,-19.6072271152191,"22/04/2012",23.965,4935
-70.7079370920012,-19.5346351998218,"17/06/2011",22.431,806
-73.5907946018621,-18.9789344132381,"06/10/2013",22.743,4431
-72.9050335243246,-18.3811907677665,"23/11/2011",23.777,5175
-79.7913685442832,-15.5412072733455,"07/07/2015",23.853,4537
-76.3761155733334,-18.6326943028825,"22/10/2013",23.299,4538
-80.0424097011486,-11.7883943212841,"03/10/2012",25.312,4949
-76.6419853066229,-15.0951703594388,"10/03/2015",22.059,4088
-78.5868636505621,-15.9615889041179,"24/11/2013",23.953,3922
-76.7225808782091,-18.7818369297465,"05/11/2013",23.398,4580
-78.3323669055327,-14.3321599975072,"04/06/2014",24.044,4481
-76.6481195905021,-19.3716750804227,"18/07/2015",23.081,4771
-77.1692483326356,-15.7412151578303,"07/04/2013",23.285,2668
-80.3181258919044,-10.2509692804631,"08/08/2010",25.607,5162
-82.4965408208982,-9.40346664524427,"01/02/2014",26.263,4424
-79.4756992571411,-9.11142404776903,"16/08/2014",20.484,135
-79.6619741202477,-9.4450478264413,"20/06/2014",21.589,615
-74.842406884305,-18.1319200276348,"08/07/2012",24.135,4298
-82.297412182293,-8.85956504121041,"24/08/2013",25.862,4467
-79.920762512157,-14.0103093279546,"14/03/2012",23.512,4567
-73.5483775762551,-19.6288915540255,"31/10/2010",23.905,4600
-74.7225186153359,-18.3352067994974,"06/11/2012",23.804,4890
-79.6505906381637,-12.8546954737138,"15/12/2015",24.019,4585
-81.305341446092,-11.7011055106574,"03/08/2013",25.444,4555
-78.686244723245,-15.7144774152225,"11/06/2014",23.66,4287
-80.4128153212764,-10.5251957121935,"29/11/2014",25.467,5036
-79.7029785664867,-10.7911462651028,"20/09/2012",25.815,6337
-80.993085216965,-7.14336697441697,"09/06/2011",19.914,2394
-76.0014842572749,-18.7911168360385,"27/12/2010",24.001,4481
-78.1041622705282,-18.2244800287912,"03/08/2014",23.012,4104
-80.0620488855903,-8.7741162159655,"22/07/2013",22.057,813
-74.2228764408758,-19.7840798098595,"16/04/2014",23.805,4789
-74.2024440445669,-19.0975291973606,"08/04/2015",23.221,4806
-82.2846909445918,-6.10111788152487,"12/02/2015",21.938,4409
-75.6303349191333,-19.6917265812272,"13/03/2013",23.289,4736
-73.0897113718932,-19.2971197300815,"31/01/2010",23.862,4308
-71.9939010368574,-18.6827001255772,"25/11/2014",23.433,5582
-78.8643611021595,-15.9342818121223,"12/06/2011",24.053,4231
-78.2927338071412,-15.7100386445524,"17/12/2015",23.77,3962
-76.855894392954,-18.2634243481877,"14/08/2013",23.061,4371
-75.4142979014864,-17.0695690444178,"23/07/2015",22.508,4503
-78.1015833360011,-18.5141206154235,"04/03/2014",23.07,4224
-80.3907085857157,-12.1023465317649,"20/08/2012",25.77,4625
-78.1097427794832,-17.3079571432357,"13/02/2012",23.707,3091
