"fecha","lon","lat"
2015-05-24,-80.158946595325,-11.8022923888654
2015-05-25,-73.3178910488188,-18.9138299175925
2015-05-25,-80.6911979276517,-7.37987413861666
2015-05-25,-78.9843551781157,-16.973132881132
2015-05-25,-78.5864587738444,-12.9828982118232
2015-05-25,-77.1323387335476,-16.3680560211598
2015-05-26,-77.5405473134662,-17.3924483721853
2015-05-26,-81.7216796689694,-6.06639436727886
2015-05-26,-77.7032240997034,-16.7329415449151
2015-05-27,-81.2452289235899,-9.57136146096748
2015-05-27,-77.2286669161518,-15.4105353717403
2015-05-28,-74.6022542337263,-19.0919616978685
2015-05-28,-81.9791966173472,-9.34706868942263
2015-05-29,-82.602496764453,-8.77334588156845
2015-05-29,-77.9403483734469,-17.6248301881846
2015-05-29,-81.4109106916136,-10.5898448440822
2015-05-29,-81.3127429023929,-8.0197348444081
2015-05-29,-79.6829023140701,-9.63961184976118
2015-05-29,-75.2440951369119,-18.8872937344014
2015-05-30,-80.8288662785341,-11.2555820919875
2015-05-30,-81.2307455294996,-14.7724248775537
2015-05-31,-76.4636881764099,-15.4977727099921
2015-05-31,-82.6873328775747,-5.26709566425071
2015-06-01,-75.8494275774465,-17.4353641782038
2015-06-01,-81.3548178523476,-8.80567545961364
2015-06-02,-80.3844535229909,-10.9973440428192
2015-06-02,-78.3265146039125,-17.2085671770288
2015-06-02,-75.4660412629549,-19.7917897871064
2015-06-03,-80.1564681503884,-16.2414170284221
2015-06-03,-79.9116676571129,-16.654532701922
2015-06-03,-78.8957424626825,-16.4963345241318
2015-06-04,-73.7727782750505,-19.3606842887197
2015-06-04,-81.743242471764,-12.5182273739665
2015-06-04,-72.1972130635717,-18.1046609312016
2015-06-04,-79.3369779502824,-16.7196417501366
2015-06-05,-81.632125220935,-9.84810499029906
2015-06-05,-78.1820138991226,-14.3531039384887
2015-06-05,-76.6217716333595,-18.9676944409115
2015-06-05,-74.6664116516085,-18.667725805264
2015-06-06,-78.8853224961227,-14.4777755762676
2015-06-06,-74.7984378404719,-19.9149436881174
2015-06-07,-74.9590777813911,-17.3248227502772
2015-06-07,-81.0186306919006,-9.47747911425143
2015-06-07,-75.6934989349903,-18.3885341195874
2015-06-07,-74.2024440445669,-19.0975291973606
2015-06-08,-74.3770585646634,-16.9056629610682
2015-06-08,-79.4621039166677,-12.9564742966797
2015-06-08,-74.8311559701898,-19.4484781186076
2015-06-09,-76.4359320258598,-18.0752030642646
2015-06-10,-77.2815165036763,-17.7852120332326
2015-06-10,-76.521515025971,-17.9231127562445
2015-06-10,-81.4583500880499,-8.96737374668139
2015-06-10,-78.6645929660883,-18.6435583434609
2015-06-10,-81.0324693136409,-9.06879346284908
2015-06-11,-76.2809984417318,-16.8052022956664
2015-06-12,-77.7580061252006,-15.5064198729612
2015-06-12,-75.9629413440898,-18.7411773018667
2015-06-12,-76.2284305038352,-17.9780706965401
2015-06-13,-81.4764452010129,-14.0971593855398
2015-06-13,-74.8250883303254,-18.8465040020151
2015-06-15,-76.2918130804476,-18.7633878236734
2015-06-15,-74.8569846672871,-17.9167322837515
2015-06-15,-79.9395251702973,-9.84046314507199
2015-06-16,-74.1836937722102,-16.6309868210588
2015-06-16,-82.1708943232954,-8.81155686582748
2015-06-16,-75.8064948827659,-18.5313551149059
2015-06-16,-75.9386750198907,-19.0394519613189
2015-06-16,-75.3762212775357,-16.1123536125125
2015-06-17,-81.5270337280504,-8.92189353633596
2015-06-18,-82.7546678880466,-10.3419282737823
2015-06-18,-80.0888720428664,-15.3745555283256
2015-06-19,-82.6370229207633,-6.23596338564698
2015-06-19,-77.8467101735144,-15.303813755904
2015-06-20,-78.7222035403462,-13.674653025867
2015-06-20,-80.45263660984,-11.8450789936097
2015-06-20,-79.5260153786341,-15.2394511078375
2015-06-21,-76.54849870152,-18.4206871493156
2015-06-21,-77.0618887946645,-19.2923661237472
2015-06-21,-80.1183573963936,-11.160264681024
2015-06-21,-72.9696644625711,-19.4765204402595
2015-06-21,-73.8345083313664,-18.4102787971386
2015-06-21,-79.1321968514621,-14.6753687421592
2015-06-22,-74.1100370299144,-18.9197770275281
2015-06-23,-75.4479905050654,-16.4706123638901
2015-06-23,-84.8323226271329,-5.61519689225875
2015-06-23,-76.3543578035923,-17.931407580935
2015-06-23,-82.3233658861242,-10.3089915749762
2015-06-24,-80.2950171052147,-10.3235993452162
2015-06-24,-82.8630145471206,-8.15732153054416
2015-06-24,-79.7450907439326,-12.4041678012774
2015-06-25,-82.748130735989,-9.53626067351704
2015-06-25,-74.3102529042272,-19.899407781237
2015-06-25,-74.5495106696257,-16.4521775081003
2015-06-25,-74.416690437662,-18.5713256628144
2015-06-25,-80.7843803473199,-10.0653098831019
2015-06-26,-82.2893926193645,-14.0586755128675
2015-06-26,-76.8330139965348,-19.2727656192246
2015-06-26,-82.28120110282,-10.2257428265014
2015-06-26,-79.7584135615719,-8.5419580708995
2015-06-27,-84.9560216929119,-9.07676668208262
2015-06-27,-79.5241040275998,-13.4449174366557
2015-06-27,-79.5749991714262,-10.5427044628948
2015-06-27,-72.2768914023608,-17.5282038873215
2015-06-28,-76.1069101846885,-18.6180176357007
2015-06-28,-75.0420290693347,-18.1068070290577
2015-06-28,-78.2515180490235,-15.8351217895355
2015-06-29,-81.2353123534653,-6.21758204359032
2015-06-29,-73.432686666313,-19.405638891934
2015-06-29,-82.3792702428927,-8.00981539498566
2015-06-29,-82.3400911595518,-6.86523097795885
2015-06-30,-80.2939368572882,-12.5346026492511
2015-06-30,-82.0899657655449,-9.56567956933373
2015-06-30,-74.2117234431681,-17.8955241674206
